UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,id,Machine failure.1,rule_tachycardia,rule_tachypnea,rule_temp,rule_wbc,clinical_flag,meets_clinical_rule
1044,L48223,L,296.5,307.6,1431,45.2,90,0,0,0,0,0,0,137472.0,0.007309048,False,False,False,False,0,False
1045,L48224,L,296.5,307.6,1512,43.6,92,0,0,0,0,0,0,137473.0,0.022650735,False,False,False,False,0,False
1046,H30459,H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0,137474.0,0.006790259,False,False,False,False,0,False
1047,L48226,L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0,137475.0,0.018186763,False,False,False,False,0,False
1048,M15907,M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,137476.0,0.007132351,False,False,False,False,0,False
1049,L48228,L,296.5,307.6,1607,33.5,104,0,0,0,0,0,0,137477.0,0.031005148,False,False,False,False,0,False
1050,L48229,L,296.5,307.6,1415,44.2,106,0,0,0,0,0,0,137478.0,0.160203278,False,False,False,False,0,False
1051,L48230,L,296.6,307.6,1671,28.8,108,0,0,0,0,0,0,137479.0,0.01038272,False,False,False,False,0,False
1052,L48231,L,296.6,307.7,1556,37.7,110,0,0,0,0,0,0,137480.0,0.014966286,False,False,False,False,0,False
1053,L48232,L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,137481.0,0.003861519,False,False,False,False,0,False
1054,M15913,M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0,137482.0,0.005486945,False,False,False,False,0,False
1055,H30468,H,296.8,307.8,1627,30.5,117,0,0,0,0,0,0,137483.0,0.033816539,False,False,False,False,0,False
1056,L48235,L,296.8,307.8,1480,39.4,122,0,0,0,0,0,0,137484.0,0.004758917,False,False,False,False,0,False
1057,L48236,L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0,137485.0,0.003757965,False,False,False,False,0,False
1058,L48237,L,296.8,307.8,1573,36.4,126,0,0,0,0,0,0,137486.0,0.028261524,False,False,False,False,0,False
1059,L48238,L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0,137487.0,0.103895168,False,False,False,False,0,False
1060,M15919,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0,137488.0,0.004365646,False,False,False,False,0,False
1061,H30474,H,296.7,307.9,1424,53.8,133,0,0,0,0,0,0,137489.0,0.013545562,False,False,False,False,0,False
1062,L48241,L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0,137490.0,0.009899929,False,False,False,False,0,False
1063,L48242,L,296.8,307.9,1372,49.0,140,0,0,0,0,0,0,137491.0,0.005984656,False,False,False,False,0,False
1064,M15923,M,296.8,307.8,1664,32.8,142,0,0,0,0,0,0,137492.0,0.011041369,False,False,False,False,0,False
1065,M15924,M,296.8,307.9,1409,44.3,145,0,0,0,0,0,0,137493.0,0.119445337,False,False,False,False,0,False
1066,L48245,L,296.8,307.9,1718,25.2,148,0,0,0,0,0,0,137494.0,0.036725255,False,False,False,False,0,False
1067,M15926,M,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,137495.0,0.006029438,False,False,False,False,0,False
1068,L48247,L,296.9,307.8,1466,45.7,153,0,0,0,0,0,0,137496.0,0.005254644,False,False,False,False,0,False
1069,L48248,L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,137497.0,0.111036575,False,False,False,False,0,False
1070,M15929,M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,137498.0,0.015447094,False,False,False,False,0,False
1071,M15930,M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0,137499.0,0.005825758,False,False,False,False,0,False
1072,L48251,L,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,137500.0,0.004127166,False,False,False,False,0,False
1073,M15932,M,297.0,307.9,1414,46.2,165,0,0,0,0,0,0,137501.0,0.004442639,False,False,False,False,0,False
1074,L48253,L,297.0,307.8,1414,47.5,168,0,0,0,0,0,0,137502.0,0.004939404,False,False,False,False,0,False
1075,L48254,L,297.0,307.9,1595,31.7,170,0,0,0,0,0,0,137503.0,0.009578314,False,False,False,False,0,False
1076,H30489,H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,137504.0,0.213478259,False,False,False,False,0,False
1077,L48256,L,296.9,307.7,1653,35.9,177,0,0,0,0,0,0,137505.0,0.004467275,False,False,False,False,0,False
1078,L48257,L,296.8,307.6,1547,36.5,179,0,0,0,0,0,0,137506.0,0.005470962,False,False,False,False,0,False
1079,H30492,H,296.9,307.7,1656,30.8,181,0,0,0,0,0,0,137507.0,0.044068913,False,False,False,False,0,False
1080,L48259,L,297.0,307.7,1731,28.5,186,0,0,0,0,0,0,137508.0,0.009081838,False,False,False,False,0,False
1081,L48260,L,297.0,307.8,1774,28.0,188,0,0,0,0,0,0,137509.0,0.01241237,False,False,False,False,0,False
1082,L48261,L,297.0,307.8,1521,40.2,190,0,0,0,0,0,0,137510.0,0.005945697,False,False,False,False,0,False
1083,H30496,H,297.1,307.9,1420,39.8,192,0,0,0,0,0,0,137511.0,0.006736498,False,False,False,False,0,False
1084,L48263,L,297.0,307.8,1683,32.3,197,0,0,0,0,0,0,137512.0,0.004220867,False,False,False,False,0,False
1085,M15944,M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0,137513.0,0.00865171,False,False,False,False,0,False
1086,L48265,L,297.0,307.8,1385,56.4,202,1,0,0,0,1,0,137514.0,0.005832728,False,False,False,False,0,False
1087,L48266,L,297.0,307.9,1455,49.0,204,0,0,0,0,0,0,137515.0,0.003519339,False,False,False,False,0,False
1088,H30501,H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0,137516.0,0.004931124,False,False,False,False,0,False
1089,M15948,M,296.9,307.8,1392,43.9,0,0,0,0,0,0,0,137517.0,0.00382671,False,False,False,False,0,False
1090,M15949,M,296.9,307.7,2008,17.5,3,0,0,0,0,0,0,137518.0,0.004825191,False,False,False,False,0,False
1091,L48270,L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,137519.0,0.010684638,False,False,False,False,0,False
1092,L48271,L,297.0,307.7,1447,46.4,8,0,0,0,0,0,0,137520.0,0.01780654,False,False,False,False,0,False
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,137521.0,0.004852138,False,False,False,False,0,False
1094,M15953,M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,137522.0,0.003826491,False,False,False,False,0,False
1095,L48274,L,296.9,307.5,1354,44.4,16,0,0,0,0,0,0,137523.0,0.025267132,False,False,False,False,0,False
1096,L48275,L,296.9,307.5,2721,9.3,18,1,0,0,1,0,0,137524.0,0.008720507,False,False,False,False,0,False
1097,L48276,L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0,137525.0,0.004948409,False,False,False,False,0,False
1098,H30511,H,296.9,307.5,1397,48.3,22,0,0,0,0,0,0,137526.0,0.006346324,False,False,False,False,0,False
1099,M15958,M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,137527.0,0.014527765,False,False,False,False,0,False
1100,M15959,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,137528.0,0.03190534,False,False,False,False,0,False
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,137529.0,0.009243549,False,False,False,False,0,False
1102,H30515,H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0,137530.0,0.011153724,False,False,False,False,0,False
1103,L48282,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0,137531.0,0.106080216,False,False,False,False,0,False
1104,M15963,M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,137532.0,0.006542024,False,False,False,False,0,False
1105,L48284,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0,137533.0,0.005631116,False,False,False,False,0,False
1106,M15965,M,296.6,307.5,1734,27.0,50,0,0,0,0,0,0,137534.0,0.008866271,False,False,False,False,0,False
1107,L48286,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0,137535.0,0.019657105,False,False,False,False,0,False
1108,M15967,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0,137536.0,0.029959419,False,False,False,False,0,False
1109,L48288,L,296.6,307.4,1504,45.8,58,0,0,0,0,0,0,137537.0,0.9633153,False,False,False,False,0,False
1110,L48289,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0,137538.0,0.019466442,False,False,False,False,0,False
1111,L48290,L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0,137539.0,0.004431004,False,False,False,False,0,False
1112,H30525,H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0,137540.0,0.078083466,False,False,False,False,0,False
1113,M15972,M,296.5,307.4,1350,55.6,69,0,0,0,0,0,0,137541.0,0.005552637,False,False,False,False,0,False
1114,M15973,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0,137542.0,0.004844672,False,False,False,False,0,False
1115,H30528,H,296.4,307.3,1540,37.4,75,0,0,0,0,0,0,137543.0,0.010742535,False,False,False,False,0,False
1116,M15975,M,296.4,307.3,2077,19.1,80,0,0,0,0,0,0,137544.0,0.004849585,False,False,False,False,0,False
1117,L48296,L,296.4,307.3,1487,37.5,83,0,0,0,0,0,0,137545.0,0.004577601,False,False,False,False,0,False
1118,L48297,L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0,137546.0,0.005226367,False,False,False,False,0,False
1119,L48298,L,296.5,307.5,1443,41.8,87,0,0,0,0,0,0,137547.0,0.004379189,False,False,False,False,0,False
1120,L48299,L,296.5,307.5,1340,59.1,89,0,0,0,0,0,0,137548.0,0.004159293,False,False,False,False,0,False
1121,H30534,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,137549.0,0.004608341,False,False,False,False,0,False
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,137550.0,0.005942226,False,False,False,False,0,False
1123,L48302,L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0,137551.0,0.007794744,False,False,False,False,0,False
1124,H30537,H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,137552.0,0.005139314,False,False,False,False,0,False
1125,M15984,M,296.7,307.8,1258,69.0,105,1,0,0,1,0,0,137553.0,0.004485884,False,False,False,False,0,False
1126,M15985,M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0,137554.0,0.088692426,False,False,False,False,0,False
1127,L48306,L,296.8,307.9,1706,30.8,111,0,0,0,0,0,0,137555.0,0.005364222,False,False,False,False,0,False
1128,M15987,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,137556.0,0.008921067,False,False,False,False,0,False
1129,M15988,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0,137557.0,0.008545093,False,False,False,False,0,False
1130,L48309,L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0,137558.0,0.004778306,False,False,False,False,0,False
1131,L48310,L,296.8,307.9,1413,46.5,121,0,0,0,0,0,0,137559.0,0.0201137,False,False,False,False,0,False
1132,L48311,L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,137560.0,0.005631901,False,False,False,False,0,False
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0,137561.0,0.005860532,False,False,False,False,0,False
1134,M15993,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,137562.0,0.011249168,False,False,False,False,0,False
1135,M15994,M,296.9,307.8,1426,50.7,130,0,0,0,0,0,0,137563.0,0.004598525,False,False,False,False,0,False
1136,L48315,L,296.9,307.9,1535,39.2,133,0,0,0,0,0,0,137564.0,0.008289885,False,False,False,False,0,False
1137,L48316,L,296.9,307.8,1557,38.1,135,0,0,0,0,0,0,137565.0,0.011702081,False,False,False,False,0,False
1138,L48317,L,296.9,307.8,1653,29.7,137,0,0,0,0,0,0,137566.0,0.0074378,False,False,False,False,0,False
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,137567.0,0.005993228,False,False,False,False,0,False
1140,M15999,M,297.0,307.9,1569,33.3,141,0,0,0,0,0,0,137568.0,0.005100948,False,False,False,False,0,False
1141,M16000,M,296.9,307.9,1385,44.8,144,0,0,0,0,0,0,137569.0,0.004930161,False,False,False,False,0,False
1142,L48321,L,297.0,307.9,1635,31.6,147,0,0,0,0,0,0,137570.0,0.004473295,False,False,False,False,0,False
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0,137571.0,0.004731993,False,False,False,False,0,False
1144,L48323,L,297.0,307.9,1479,39.2,151,0,0,0,0,0,0,137572.0,0.005964151,False,False,False,False,0,False
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,137573.0,0.097805314,False,False,False,False,0,False
1146,L48325,L,297.0,307.8,1553,33.3,155,0,0,0,0,0,0,137574.0,0.062214515,False,False,False,False,0,False
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,137575.0,0.042945042,False,False,False,False,0,False
1148,M16007,M,297.1,308.0,1690,25.6,159,0,0,0,0,0,0,137576.0,0.005199395,False,False,False,False,0,False
1149,L48328,L,297.1,308.0,1348,58.0,162,0,0,0,0,0,0,137577.0,0.007120101,False,False,False,False,0,False
1150,L48329,L,297.2,308.1,1446,38.5,164,0,0,0,0,0,0,137578.0,0.004600812,False,False,False,False,0,False
1151,L48330,L,297.1,307.9,1456,50.0,166,0,0,0,0,0,0,137579.0,0.004240333,False,False,False,False,0,False
1152,L48331,L,297.0,307.9,1350,47.7,168,0,0,0,0,0,0,137580.0,0.009486848,False,False,False,False,0,False
1153,L48332,L,297.1,307.9,1507,38.3,170,0,0,0,0,0,0,137581.0,0.005812664,False,False,False,False,0,False
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,137582.0,0.008507783,False,False,False,False,0,False
1155,L48334,L,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,137583.0,0.005749446,False,False,False,False,0,False
1156,H30569,H,297.0,307.9,1846,27.3,179,0,0,0,0,0,0,137584.0,0.004289547,False,False,False,False,0,False
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,137585.0,0.004074706,False,False,False,False,0,False
1158,L48337,L,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,137586.0,0.013003141,False,False,False,False,0,False
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,137587.0,0.082591194,False,False,False,False,0,False
1160,L48339,L,297.0,307.8,1609,35.6,193,0,0,0,0,0,0,137588.0,0.005082311,False,False,False,False,0,False
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,137589.0,0.036166322,False,False,False,False,0,False
1162,L48341,L,297.0,307.8,1316,61.2,200,1,0,0,0,1,0,137590.0,0.014019012,False,False,False,False,0,False
1163,L48342,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0,137591.0,0.021458494,False,False,False,False,0,False
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0,137592.0,0.004603135,False,False,False,False,0,False
1165,L48344,L,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,137593.0,0.008378901,False,False,False,False,0,False
1166,L48345,L,297.1,308.1,1487,34.6,208,0,0,0,0,0,0,137594.0,0.010630556,False,False,False,False,0,False
1167,M16026,M,297.1,308.1,1506,37.7,210,0,0,0,0,0,0,137595.0,0.009652399,False,False,False,False,0,False
1168,L48347,L,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,137596.0,0.018591051,False,False,False,False,0,False
1169,L48348,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0,137597.0,0.011572969,False,False,False,False,0,False
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0,137598.0,0.004903414,False,False,False,False,0,False
1171,M16030,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0,137599.0,0.00580688,False,False,False,False,0,False
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,137600.0,0.005108711,False,False,False,False,0,False
1173,L48352,L,297.1,308.1,1446,36.6,227,0,0,0,0,0,0,137601.0,0.006365934,False,False,False,False,0,False
1174,H30587,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0,137602.0,0.018373996,False,False,False,False,0,False
1175,M16034,M,297.1,308.1,1352,44.4,0,0,0,0,0,0,0,137603.0,0.004656324,False,False,False,False,0,False
1176,M16035,M,297.2,308.3,1578,37.8,3,0,0,0,0,0,0,137604.0,0.005819367,False,False,False,False,0,False
1177,M16036,M,297.2,308.3,1429,42.0,6,0,0,0,0,0,0,137605.0,0.010808979,False,False,False,False,0,False
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0,137606.0,0.018005738,False,False,False,False,0,False
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,137607.0,0.005594646,False,False,False,False,0,False
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,137608.0,0.009264302,False,False,False,False,0,False
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,137609.0,0.00477585,False,False,False,False,0,False
1182,L48361,L,297.2,308.3,1379,52.1,21,0,0,0,0,0,0,137610.0,0.022429046,False,False,False,False,0,False
1183,L48362,L,297.3,308.3,1410,48.1,23,0,0,0,0,0,0,137611.0,0.275321224,False,False,False,False,0,False
1184,L48363,L,297.3,308.4,1513,40.5,25,0,0,0,0,0,0,137612.0,0.006346264,False,False,False,False,0,False
1185,L48364,L,297.3,308.5,1497,47.5,27,0,0,0,0,0,0,137613.0,0.006627919,False,False,False,False,0,False
1186,L48365,L,297.3,308.4,1491,46.5,29,0,0,0,0,0,0,137614.0,0.004553061,False,False,False,False,0,False
1187,L48366,L,297.3,308.4,1417,47.8,31,0,0,0,0,0,0,137615.0,0.010625541,False,False,False,False,0,False
1188,M16047,M,297.4,308.6,1522,38.0,33,0,0,0,0,0,0,137616.0,0.004866109,False,False,False,False,0,False
1189,L48368,L,297.3,308.4,1339,52.1,36,0,0,0,0,0,0,137617.0,0.006993588,False,False,False,False,0,False
1190,M16049,M,297.2,308.3,1794,27.5,38,0,0,0,0,0,0,137618.0,0.004867937,False,False,False,False,0,False
1191,L48370,L,297.2,308.4,1460,42.1,41,0,0,0,0,0,0,137619.0,0.006252148,False,False,False,False,0,False
1192,M16051,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0,137620.0,0.00669089,False,False,False,False,0,False
1193,M16052,M,297.2,308.3,1431,43.7,46,0,0,0,0,0,0,137621.0,0.004841904,False,False,False,False,0,False
1194,L48373,L,297.1,308.2,1347,50.8,49,0,0,0,0,0,0,137622.0,0.020653368,False,False,False,False,0,False
1195,M16054,M,297.0,308.1,1507,43.1,51,0,0,0,0,0,0,137623.0,0.039013757,False,False,False,False,0,False
1196,M16055,M,297.0,308.0,1408,47.9,54,0,0,0,0,0,0,137624.0,0.006855817,False,False,False,False,0,False
1197,M16056,M,297.0,307.9,1493,34.7,57,0,0,0,0,0,0,137625.0,0.006374014,False,False,False,False,0,False
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0,137626.0,0.004097102,False,False,False,False,0,False
1199,H30612,H,296.9,307.9,1557,36.5,63,0,0,0,0,0,0,137627.0,0.006714788,False,False,False,False,0,False
1200,M16059,M,296.9,307.9,1979,20.4,68,0,0,0,0,0,0,137628.0,0.004942724,False,False,False,False,0,False
1201,M16060,M,296.9,308.0,1430,55.9,71,0,0,0,0,0,0,137629.0,0.020149766,False,False,False,False,0,False
1202,L48381,L,296.9,308.0,1658,41.0,74,0,0,0,0,0,0,137630.0,0.968932905,False,False,False,False,0,False
1203,M16062,M,297.0,308.1,1355,51.4,76,0,0,0,0,0,0,137631.0,0.004986192,False,False,False,False,0,False
1204,H30617,H,297.0,308.1,1410,47.6,79,0,0,0,0,0,0,137632.0,0.008443801,False,False,False,False,0,False
1205,L48384,L,296.9,308.0,1521,34.5,84,0,0,0,0,0,0,137633.0,0.005548358,False,False,False,False,0,False
1206,L48385,L,296.8,308.0,1371,54.5,86,0,0,0,0,0,0,137634.0,0.043887543,False,False,False,False,0,False
1207,H30620,H,296.9,308.0,1318,53.5,88,0,0,0,0,0,0,137635.0,0.004838698,False,False,False,False,0,False
1208,M16067,M,297.0,308.1,1573,34.9,93,0,0,0,0,0,0,137636.0,0.014315288,False,False,False,False,0,False
1209,L48388,L,297.0,308.1,1489,44.1,96,0,0,0,0,0,0,137637.0,0.005295049,False,False,False,False,0,False
1210,H30623,H,297.0,308.1,2540,13.3,98,0,0,0,0,0,0,137638.0,0.004351772,False,False,False,False,0,False
1211,L48390,L,297.0,308.1,1537,39.0,103,0,0,0,0,0,0,137639.0,0.023044231,False,False,False,False,0,False
1212,H30625,H,296.9,308.0,1416,46.9,105,0,0,0,0,0,0,137640.0,0.005213739,False,False,False,False,0,False
1213,L48392,L,296.9,307.9,1359,56.5,110,0,0,0,0,0,0,137641.0,0.017172973,False,False,False,False,0,False
1214,M16073,M,296.8,307.8,1551,38.9,112,0,0,0,0,0,0,137642.0,0.008617581,False,False,False,False,0,False
1215,M16074,M,296.8,307.8,1694,33.0,115,0,0,0,0,0,0,137643.0,0.00815343,False,False,False,False,0,False
1216,L48395,L,296.8,307.9,1709,28.4,118,0,0,0,0,0,0,137644.0,0.004693083,False,False,False,False,0,False
1217,L48396,L,296.9,308.0,1514,41.0,120,0,0,0,0,0,0,137645.0,0.008052711,False,False,False,False,0,False
1218,L48397,L,297.0,308.1,1455,43.5,122,0,0,0,0,0,0,137646.0,0.034709079,False,False,False,False,0,False
1219,M16078,M,297.0,308.2,1702,30.7,124,0,0,0,0,0,0,137647.0,0.004965768,False,False,False,False,0,False
1220,M16079,M,296.9,308.1,1357,41.8,127,0,0,0,0,0,0,137648.0,0.011539414,False,False,False,False,0,False
1221,L48400,L,297.0,308.2,1577,29.4,130,0,0,0,0,0,0,137649.0,0.006520205,False,False,False,False,0,False
1222,M16081,M,297.0,308.3,1399,46.4,132,0,0,0,0,0,1,137650.0,0.004636695,False,False,False,False,0,False
1223,L48402,L,297.0,308.3,1399,59.0,135,0,0,0,0,0,0,137651.0,0.004460553,False,False,False,False,0,False
1224,L48403,L,297.0,308.3,1492,48.1,137,0,0,0,0,0,0,137652.0,0.004306924,False,False,False,False,0,False
1225,L48404,L,297.1,308.3,1763,25.7,139,0,0,0,0,0,0,137653.0,0.004437507,False,False,False,False,0,False
1226,H30639,H,297.1,308.3,1492,41.5,141,0,0,0,0,0,0,137654.0,0.031087331,False,False,False,False,0,False
1227,L48406,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0,137655.0,0.003947312,False,False,False,False,0,False
1228,L48407,L,297.1,308.4,1422,42.1,148,0,0,0,0,0,0,137656.0,0.004137146,False,False,False,False,0,False
1229,M16088,M,297.1,308.4,1583,38.2,150,0,0,0,0,0,0,137657.0,0.010720079,False,False,False,False,0,False
1230,L48409,L,297.1,308.4,1304,53.5,153,0,0,0,0,0,0,137658.0,0.00588388,False,False,False,False,0,False
1231,M16090,M,297.1,308.4,1880,23.5,155,0,0,0,0,0,0,137659.0,0.006800928,False,False,False,False,0,False
1232,M16091,M,297.2,308.5,1604,40.7,158,0,0,0,0,0,0,137660.0,0.031932051,False,False,False,False,0,False
1233,L48412,L,297.2,308.6,1500,37.1,161,0,0,0,0,0,0,137661.0,0.011384499,False,False,False,False,0,False
1234,M16093,M,297.2,308.5,1364,55.6,163,0,0,0,0,0,0,137662.0,0.005020653,False,False,False,False,0,False
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,137663.0,0.005858446,False,False,False,False,0,False
1236,H30649,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,137664.0,0.065356677,False,False,False,False,0,False
1237,H30650,H,297.1,308.4,1359,46.6,176,0,0,0,0,0,0,137665.0,0.004234386,False,False,False,False,0,False
1238,M16097,M,297.1,308.4,1502,37.3,181,0,0,0,0,0,0,137666.0,0.003641771,False,False,False,False,0,False
1239,M16098,M,297.1,308.4,1615,32.6,184,0,0,0,0,0,0,137667.0,0.004178913,False,False,False,False,0,False
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,137668.0,0.011104398,False,False,False,False,0,False
1241,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0,137669.0,0.087351096,False,False,False,False,0,False
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,137670.0,0.03662322,False,False,False,False,0,False
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,137671.0,0.00645157,False,False,False,False,0,False
1244,M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0,137672.0,0.007162805,False,False,False,False,0,False
1245,L48424,L,297.1,308.4,1726,28.4,202,0,0,0,0,0,0,137673.0,0.14771611,False,False,False,False,0,False
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,137674.0,0.054484167,False,False,False,False,0,False
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,137675.0,0.00603532,False,False,False,False,0,False
1248,L48427,L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,137676.0,0.012298894,False,False,False,False,0,False
1249,L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,137677.0,0.016232217,False,False,False,False,0,False
1250,L48429,L,297.3,308.7,1467,36.8,216,0,0,0,0,0,0,137678.0,0.00603344,False,False,False,False,0,False
1251,L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0,137679.0,0.068741093,False,False,False,False,0,False
1252,M16111,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0,137680.0,0.004260782,False,False,False,False,0,False
1253,L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0,137681.0,0.004929727,False,False,False,False,0,False
1254,L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0,137682.0,0.005201303,False,False,False,False,0,False
1255,H30668,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0,137683.0,0.009287454,False,False,False,False,0,False
1256,H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,137684.0,0.004539494,False,False,False,False,0,False
1257,M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,137685.0,0.004659205,False,False,False,False,0,False
1258,L48437,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0,137686.0,0.031098794,False,False,False,False,0,False
1259,L48438,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0,137687.0,0.02419679,False,False,False,False,0,False
1260,M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,137688.0,0.00911561,False,False,False,False,0,False
1261,L48440,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0,137689.0,0.011994902,False,False,False,False,0,False
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0,137690.0,0.009498066,False,False,False,False,0,False
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0,137691.0,0.127930151,False,False,False,False,0,False
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,137692.0,0.056431074,False,False,False,False,0,False
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0,137693.0,0.003362333,False,False,False,False,0,False
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,137694.0,0.004518679,False,False,False,False,0,False
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,137695.0,0.003629908,False,False,False,False,0,False
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,137696.0,0.006539194,False,False,False,False,0,False
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,137697.0,0.005135859,False,False,False,False,0,False
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0,137698.0,0.010980559,False,False,False,False,0,False
